home_team,away_team,home_goals,away_goals,result,season,season_start
Swansea City,Crystal Palace,5.0,4.0,H,2016-2017,2016
Chelsea,Tottenham Hotspur,2.0,1.0,H,2016-2017,2016
Watford,Stoke City,0.0,1.0,A,2016-2017,2016
Arsenal,AFC Bournemouth,3.0,1.0,H,2016-2017,2016
Manchester United,West Ham United,1.0,1.0,D,2016-2017,2016
Southampton,Everton,1.0,0.0,H,2016-2017,2016
Manchester City,Chelsea,1.0,3.0,A,2016-2017,2016
Crystal Palace,Southampton,3.0,0.0,H,2016-2017,2016
Stoke City,Burnley,2.0,0.0,H,2016-2017,2016
Sunderland,Leicester City,2.0,1.0,H,2016-2017,2016
Tottenham Hotspur,Swansea City,5.0,0.0,H,2016-2017,2016
West Bromwich Albion,Watford,3.0,1.0,H,2016-2017,2016
West Ham United,Arsenal,1.0,5.0,A,2016-2017,2016
AFC Bournemouth,Liverpool,4.0,3.0,H,2016-2017,2016
Everton,Manchester United,1.0,1.0,D,2016-2017,2016
Middlesbrough,Hull City,1.0,0.0,H,2016-2017,2016
Watford,Everton,3.0,2.0,H,2016-2017,2016
Arsenal,Stoke City,3.0,1.0,H,2016-2017,2016
Burnley,AFC Bournemouth,3.0,2.0,H,2016-2017,2016
Hull City,Crystal Palace,3.0,3.0,D,2016-2017,2016
Swansea City,Sunderland,3.0,0.0,H,2016-2017,2016
Leicester City,Manchester City,4.0,2.0,H,2016-2017,2016
Chelsea,West Bromwich Albion,1.0,0.0,H,2016-2017,2016
Manchester United,Tottenham Hotspur,1.0,0.0,H,2016-2017,2016
Southampton,Middlesbrough,1.0,0.0,H,2016-2017,2016
Liverpool,West Ham United,2.0,2.0,D,2016-2017,2016
AFC Bournemouth,Leicester City,1.0,0.0,H,2016-2017,2016
Everton,Arsenal,2.0,1.0,H,2016-2017,2016
Middlesbrough,Liverpool,0.0,3.0,A,2016-2017,2016
Sunderland,Chelsea,0.0,1.0,A,2016-2017,2016
West Ham United,Burnley,1.0,0.0,H,2016-2017,2016
Crystal Palace,Manchester United,1.0,2.0,A,2016-2017,2016
Manchester City,Watford,2.0,0.0,H,2016-2017,2016
Stoke City,Southampton,0.0,0.0,D,2016-2017,2016
Tottenham Hotspur,Hull City,3.0,0.0,H,2016-2017,2016
West Bromwich Albion,Swansea City,3.0,1.0,H,2016-2017,2016
Crystal Palace,Chelsea,0.0,1.0,A,2016-2017,2016
Middlesbrough,Swansea City,3.0,0.0,H,2016-2017,2016
Stoke City,Leicester City,2.0,2.0,D,2016-2017,2016
Sunderland,Watford,1.0,0.0,H,2016-2017,2016
West Ham United,Hull City,1.0,0.0,H,2016-2017,2016
West Bromwich Albion,Manchester United,0.0,2.0,A,2016-2017,2016
AFC Bournemouth,Southampton,1.0,3.0,A,2016-2017,2016
Manchester City,Arsenal,2.0,1.0,H,2016-2017,2016
Tottenham Hotspur,Burnley,2.0,1.0,H,2016-2017,2016
Everton,Liverpool,0.0,1.0,A,2016-2017,2016
Watford,Crystal Palace,1.0,1.0,D,2016-2017,2016
Arsenal,West Bromwich Albion,1.0,0.0,H,2016-2017,2016
Burnley,Middlesbrough,1.0,0.0,H,2016-2017,2016
Chelsea,AFC Bournemouth,3.0,0.0,H,2016-2017,2016
Leicester City,Everton,0.0,2.0,A,2016-2017,2016
Manchester United,Sunderland,3.0,1.0,H,2016-2017,2016
Swansea City,West Ham United,1.0,4.0,A,2016-2017,2016
Hull City,Manchester City,0.0,3.0,A,2016-2017,2016
Liverpool,Stoke City,4.0,1.0,H,2016-2017,2016
Southampton,Tottenham Hotspur,1.0,4.0,A,2016-2017,2016
Hull City,Everton,2.0,2.0,D,2016-2017,2016
Burnley,Sunderland,4.0,1.0,H,2016-2017,2016
Chelsea,Stoke City,4.0,2.0,H,2016-2017,2016
Leicester City,West Ham United,1.0,0.0,H,2016-2017,2016
Manchester United,Middlesbrough,2.0,1.0,H,2016-2017,2016
Southampton,West Bromwich Albion,1.0,2.0,A,2016-2017,2016
Swansea City,AFC Bournemouth,0.0,3.0,A,2016-2017,2016
Liverpool,Manchester City,1.0,0.0,H,2016-2017,2016
Watford,Tottenham Hotspur,1.0,4.0,A,2016-2017,2016
Arsenal,Crystal Palace,2.0,0.0,H,2016-2017,2016
Middlesbrough,Leicester City,0.0,0.0,D,2016-2017,2016
Everton,Southampton,3.0,0.0,H,2016-2017,2016
Manchester City,Burnley,2.0,1.0,H,2016-2017,2016
Sunderland,Liverpool,2.0,2.0,D,2016-2017,2016
West Bromwich Albion,Hull City,3.0,1.0,H,2016-2017,2016
West Ham United,Manchester United,0.0,2.0,A,2016-2017,2016
AFC Bournemouth,Arsenal,3.0,3.0,D,2016-2017,2016
Crystal Palace,Swansea City,1.0,2.0,A,2016-2017,2016
Stoke City,Watford,2.0,0.0,H,2016-2017,2016
Tottenham Hotspur,Chelsea,2.0,0.0,H,2016-2017,2016
Tottenham Hotspur,West Bromwich Albion,4.0,0.0,H,2016-2017,2016
Burnley,Southampton,1.0,0.0,H,2016-2017,2016
Hull City,AFC Bournemouth,3.0,1.0,H,2016-2017,2016
Sunderland,Stoke City,1.0,3.0,A,2016-2017,2016
Swansea City,Arsenal,0.0,4.0,A,2016-2017,2016
Watford,Middlesbrough,0.0,0.0,D,2016-2017,2016
West Ham United,Crystal Palace,3.0,0.0,H,2016-2017,2016
Leicester City,Chelsea,0.0,3.0,A,2016-2017,2016
Everton,Manchester City,4.0,0.0,H,2016-2017,2016
Manchester United,Liverpool,1.0,1.0,D,2016-2017,2016
Liverpool,Swansea City,2.0,3.0,A,2016-2017,2016
AFC Bournemouth,Watford,2.0,2.0,D,2016-2017,2016
Crystal Palace,Everton,0.0,1.0,A,2016-2017,2016
Middlesbrough,West Ham United,1.0,3.0,A,2016-2017,2016
Stoke City,Manchester United,1.0,1.0,D,2016-2017,2016
West Bromwich Albion,Sunderland,2.0,0.0,H,2016-2017,2016
Manchester City,Tottenham Hotspur,2.0,2.0,D,2016-2017,2016
Southampton,Leicester City,3.0,0.0,H,2016-2017,2016
Arsenal,Burnley,2.0,1.0,H,2016-2017,2016
Chelsea,Hull City,2.0,0.0,H,2016-2017,2016
Arsenal,Watford,1.0,2.0,A,2016-2017,2016
AFC Bournemouth,Crystal Palace,0.0,2.0,A,2016-2017,2016
Burnley,Leicester City,1.0,0.0,H,2016-2017,2016
Middlesbrough,West Bromwich Albion,1.0,1.0,D,2016-2017,2016
Sunderland,Tottenham Hotspur,0.0,0.0,D,2016-2017,2016
Swansea City,Southampton,2.0,1.0,H,2016-2017,2016
Liverpool,Chelsea,1.0,1.0,D,2016-2017,2016
West Ham United,Manchester City,0.0,4.0,A,2016-2017,2016
Manchester United,Hull City,0.0,0.0,D,2016-2017,2016
Stoke City,Everton,1.0,1.0,D,2016-2017,2016
Chelsea,Arsenal,3.0,1.0,H,2016-2017,2016
Crystal Palace,Sunderland,0.0,4.0,A,2016-2017,2016
Everton,AFC Bournemouth,6.0,3.0,H,2016-2017,2016
Hull City,Liverpool,2.0,0.0,H,2016-2017,2016
Southampton,West Ham United,1.0,3.0,A,2016-2017,2016
Watford,Burnley,2.0,1.0,H,2016-2017,2016
West Bromwich Albion,Stoke City,1.0,0.0,H,2016-2017,2016
Tottenham Hotspur,Middlesbrough,1.0,0.0,H,2016-2017,2016
Manchester City,Swansea City,2.0,1.0,H,2016-2017,2016
Leicester City,Manchester United,0.0,3.0,A,2016-2017,2016
Arsenal,Hull City,2.0,0.0,H,2016-2017,2016
Manchester United,Watford,2.0,0.0,H,2016-2017,2016
Middlesbrough,Everton,0.0,0.0,D,2016-2017,2016
Stoke City,Crystal Palace,1.0,0.0,H,2016-2017,2016
Sunderland,Southampton,0.0,4.0,A,2016-2017,2016
West Ham United,West Bromwich Albion,2.0,2.0,D,2016-2017,2016
Liverpool,Tottenham Hotspur,2.0,0.0,H,2016-2017,2016
Burnley,Chelsea,1.0,1.0,D,2016-2017,2016
Swansea City,Leicester City,2.0,0.0,H,2016-2017,2016
AFC Bournemouth,Manchester City,0.0,2.0,A,2016-2017,2016
Chelsea,Swansea City,3.0,1.0,H,2016-2017,2016
Crystal Palace,Middlesbrough,1.0,0.0,H,2016-2017,2016
Everton,Sunderland,2.0,0.0,H,2016-2017,2016
Hull City,Burnley,1.0,1.0,D,2016-2017,2016
West Bromwich Albion,AFC Bournemouth,2.0,1.0,H,2016-2017,2016
Watford,West Ham United,1.0,1.0,D,2016-2017,2016
Tottenham Hotspur,Stoke City,4.0,0.0,H,2016-2017,2016
Leicester City,Liverpool,3.0,1.0,H,2016-2017,2016
Manchester United,AFC Bournemouth,1.0,1.0,D,2016-2017,2016
Leicester City,Hull City,3.0,1.0,H,2016-2017,2016
Stoke City,Middlesbrough,2.0,0.0,H,2016-2017,2016
Swansea City,Burnley,3.0,2.0,H,2016-2017,2016
Watford,Southampton,3.0,4.0,A,2016-2017,2016
West Bromwich Albion,Crystal Palace,0.0,2.0,A,2016-2017,2016
Liverpool,Arsenal,3.0,1.0,H,2016-2017,2016
Tottenham Hotspur,Everton,3.0,2.0,H,2016-2017,2016
Sunderland,Manchester City,0.0,2.0,A,2016-2017,2016
West Ham United,Chelsea,1.0,2.0,A,2016-2017,2016
Manchester City,Stoke City,0.0,0.0,D,2016-2017,2016
AFC Bournemouth,West Ham United,3.0,2.0,H,2016-2017,2016
Everton,West Bromwich Albion,3.0,0.0,H,2016-2017,2016
Hull City,Swansea City,2.0,1.0,H,2016-2017,2016
Liverpool,Burnley,2.0,1.0,H,2016-2017,2016
West Bromwich Albion,Arsenal,3.0,1.0,H,2016-2017,2016
Crystal Palace,Watford,1.0,0.0,H,2016-2017,2016
Everton,Hull City,4.0,0.0,H,2016-2017,2016
Stoke City,Chelsea,1.0,2.0,A,2016-2017,2016
Sunderland,Burnley,0.0,0.0,D,2016-2017,2016
West Ham United,Leicester City,2.0,3.0,A,2016-2017,2016
AFC Bournemouth,Swansea City,2.0,0.0,H,2016-2017,2016
Middlesbrough,Manchester United,1.0,3.0,A,2016-2017,2016
Tottenham Hotspur,Southampton,2.0,1.0,H,2016-2017,2016
Manchester City,Liverpool,1.0,1.0,D,2016-2017,2016
Liverpool,Everton,3.0,1.0,H,2016-2017,2016
Burnley,Tottenham Hotspur,0.0,2.0,A,2016-2017,2016
Chelsea,Crystal Palace,1.0,2.0,A,2016-2017,2016
Hull City,West Ham United,2.0,1.0,H,2016-2017,2016
Leicester City,Stoke City,2.0,0.0,H,2016-2017,2016
Manchester United,West Bromwich Albion,0.0,0.0,D,2016-2017,2016
Watford,Sunderland,1.0,0.0,H,2016-2017,2016
Southampton,AFC Bournemouth,0.0,0.0,D,2016-2017,2016
Swansea City,Middlesbrough,0.0,0.0,D,2016-2017,2016
Arsenal,Manchester City,2.0,2.0,D,2016-2017,2016
Burnley,Stoke City,1.0,0.0,H,2016-2017,2016
Leicester City,Sunderland,2.0,0.0,H,2016-2017,2016
Watford,West Bromwich Albion,2.0,0.0,H,2016-2017,2016
Manchester United,Everton,1.0,1.0,D,2016-2017,2016
Arsenal,West Ham United,3.0,0.0,H,2016-2017,2016
Hull City,Middlesbrough,4.0,2.0,H,2016-2017,2016
Southampton,Crystal Palace,3.0,1.0,H,2016-2017,2016
Swansea City,Tottenham Hotspur,1.0,3.0,A,2016-2017,2016
Chelsea,Manchester City,2.0,1.0,H,2016-2017,2016
Liverpool,AFC Bournemouth,2.0,2.0,D,2016-2017,2016
Tottenham Hotspur,Watford,4.0,0.0,H,2016-2017,2016
Manchester City,Hull City,3.0,1.0,H,2016-2017,2016
Middlesbrough,Burnley,0.0,0.0,D,2016-2017,2016
Stoke City,Liverpool,1.0,2.0,A,2016-2017,2016
West Bromwich Albion,Southampton,0.0,1.0,A,2016-2017,2016
West Ham United,Swansea City,1.0,0.0,H,2016-2017,2016
AFC Bournemouth,Chelsea,1.0,3.0,A,2016-2017,2016
Sunderland,Manchester United,0.0,3.0,A,2016-2017,2016
Everton,Leicester City,4.0,2.0,H,2016-2017,2016
Crystal Palace,Arsenal,3.0,0.0,H,2016-2017,2016
Tottenham Hotspur,AFC Bournemouth,4.0,0.0,H,2016-2017,2016
Crystal Palace,Leicester City,2.0,2.0,D,2016-2017,2016
Everton,Burnley,3.0,1.0,H,2016-2017,2016
Stoke City,Hull City,3.0,1.0,H,2016-2017,2016
Sunderland,West Ham United,2.0,2.0,D,2016-2017,2016
Watford,Swansea City,1.0,0.0,H,2016-2017,2016
Southampton,Manchester City,0.0,3.0,A,2016-2017,2016
West Bromwich Albion,Liverpool,0.0,1.0,A,2016-2017,2016
Manchester United,Chelsea,2.0,0.0,H,2016-2017,2016
Middlesbrough,Arsenal,1.0,2.0,A,2016-2017,2016
AFC Bournemouth,Middlesbrough,4.0,0.0,H,2016-2017,2016
Hull City,Watford,2.0,0.0,H,2016-2017,2016
Swansea City,Stoke City,2.0,0.0,H,2016-2017,2016
West Ham United,Everton,0.0,0.0,D,2016-2017,2016
Burnley,Manchester United,0.0,2.0,A,2016-2017,2016
Liverpool,Crystal Palace,1.0,2.0,A,2016-2017,2016
Chelsea,Southampton,4.0,2.0,H,2016-2017,2016
Arsenal,Leicester City,1.0,0.0,H,2016-2017,2016
Middlesbrough,Sunderland,1.0,0.0,H,2016-2017,2016
Crystal Palace,Tottenham Hotspur,0.0,1.0,A,2016-2017,2016
Manchester City,Manchester United,0.0,0.0,D,2016-2017,2016
Southampton,Hull City,0.0,0.0,D,2016-2017,2016
Stoke City,West Ham United,0.0,0.0,D,2016-2017,2016
Sunderland,AFC Bournemouth,0.0,1.0,A,2016-2017,2016
West Bromwich Albion,Leicester City,0.0,1.0,A,2016-2017,2016
Crystal Palace,Burnley,0.0,2.0,A,2016-2017,2016
Manchester United,Swansea City,1.0,1.0,D,2016-2017,2016
Everton,Chelsea,0.0,3.0,A,2016-2017,2016
Middlesbrough,Manchester City,2.0,2.0,D,2016-2017,2016
Tottenham Hotspur,Arsenal,2.0,0.0,H,2016-2017,2016
Watford,Liverpool,0.0,1.0,A,2016-2017,2016
West Ham United,Tottenham Hotspur,1.0,0.0,H,2016-2017,2016
Manchester City,Crystal Palace,5.0,0.0,H,2016-2017,2016
AFC Bournemouth,Stoke City,2.0,2.0,D,2016-2017,2016
Burnley,West Bromwich Albion,2.0,2.0,D,2016-2017,2016
Hull City,Sunderland,0.0,2.0,A,2016-2017,2016
Leicester City,Watford,3.0,0.0,H,2016-2017,2016
Swansea City,Everton,1.0,0.0,H,2016-2017,2016
Liverpool,Southampton,0.0,0.0,D,2016-2017,2016
Arsenal,Manchester United,2.0,0.0,H,2016-2017,2016
Chelsea,Middlesbrough,3.0,0.0,H,2016-2017,2016
Southampton,Arsenal,0.0,2.0,A,2016-2017,2016
Everton,Watford,1.0,0.0,H,2016-2017,2016
West Bromwich Albion,Chelsea,0.0,1.0,A,2016-2017,2016
Manchester City,Leicester City,2.0,1.0,H,2016-2017,2016
AFC Bournemouth,Burnley,2.0,1.0,H,2016-2017,2016
Middlesbrough,Southampton,1.0,2.0,A,2016-2017,2016
Sunderland,Swansea City,0.0,2.0,A,2016-2017,2016
Stoke City,Arsenal,1.0,4.0,A,2016-2017,2016
Crystal Palace,Hull City,4.0,0.0,H,2016-2017,2016
West Ham United,Liverpool,0.0,4.0,A,2016-2017,2016
Tottenham Hotspur,Manchester United,2.0,1.0,H,2016-2017,2016
Chelsea,Watford,4.0,3.0,H,2016-2017,2016
Arsenal,Sunderland,2.0,0.0,H,2016-2017,2016
Manchester City,West Bromwich Albion,3.0,1.0,H,2016-2017,2016
Southampton,Manchester United,0.0,0.0,D,2016-2017,2016
Leicester City,Tottenham Hotspur,1.0,6.0,A,2016-2017,2016
Arsenal,Everton,3.0,1.0,H,2016-2017,2016
Burnley,West Ham United,1.0,2.0,A,2016-2017,2016
Chelsea,Sunderland,5.0,1.0,H,2016-2017,2016
Hull City,Tottenham Hotspur,1.0,7.0,A,2016-2017,2016
Leicester City,AFC Bournemouth,1.0,1.0,D,2016-2017,2016
Liverpool,Middlesbrough,3.0,0.0,H,2016-2017,2016
Manchester United,Crystal Palace,2.0,0.0,H,2016-2017,2016
Southampton,Stoke City,0.0,1.0,A,2016-2017,2016
Swansea City,West Bromwich Albion,2.0,1.0,H,2016-2017,2016
Watford,Manchester City,0.0,5.0,A,2016-2017,2016
Arsenal,Leicester City,4.0,3.0,H,2017-2018,2017
Watford,Liverpool,3.0,3.0,D,2017-2018,2017
Chelsea,Burnley,2.0,3.0,A,2017-2018,2017
Crystal Palace,Huddersfield Town,0.0,3.0,A,2017-2018,2017
Everton,Stoke City,1.0,0.0,H,2017-2018,2017
Southampton,Swansea City,0.0,0.0,D,2017-2018,2017
West Bromwich Albion,AFC Bournemouth,1.0,0.0,H,2017-2018,2017
Brighton and Hove Albion,Manchester City,0.0,2.0,A,2017-2018,2017
Newcastle United,Tottenham Hotspur,0.0,2.0,A,2017-2018,2017
Manchester United,West Ham United,4.0,0.0,H,2017-2018,2017
Swansea City,Manchester United,0.0,4.0,A,2017-2018,2017
AFC Bournemouth,Watford,0.0,2.0,A,2017-2018,2017
Burnley,West Bromwich Albion,0.0,1.0,A,2017-2018,2017
Leicester City,Brighton and Hove Albion,2.0,0.0,H,2017-2018,2017
Liverpool,Crystal Palace,1.0,0.0,H,2017-2018,2017
Southampton,West Ham United,3.0,2.0,H,2017-2018,2017
Stoke City,Arsenal,1.0,0.0,H,2017-2018,2017
Huddersfield Town,Newcastle United,1.0,0.0,H,2017-2018,2017
Tottenham Hotspur,Chelsea,1.0,2.0,A,2017-2018,2017
Manchester City,Everton,1.0,1.0,D,2017-2018,2017
AFC Bournemouth,Manchester City,1.0,2.0,A,2017-2018,2017
Crystal Palace,Swansea City,0.0,2.0,A,2017-2018,2017
Huddersfield Town,Southampton,0.0,0.0,D,2017-2018,2017
Newcastle United,West Ham United,3.0,0.0,H,2017-2018,2017
Watford,Brighton and Hove Albion,0.0,0.0,D,2017-2018,2017
Manchester United,Leicester City,2.0,0.0,H,2017-2018,2017
Chelsea,Everton,2.0,0.0,H,2017-2018,2017
West Bromwich Albion,Stoke City,1.0,1.0,D,2017-2018,2017
Liverpool,Arsenal,4.0,0.0,H,2017-2018,2017
Tottenham Hotspur,Burnley,1.0,1.0,D,2017-2018,2017
Manchester City,Liverpool,5.0,0.0,H,2017-2018,2017
Arsenal,AFC Bournemouth,3.0,0.0,H,2017-2018,2017
Brighton and Hove Albion,West Bromwich Albion,3.0,1.0,H,2017-2018,2017
Everton,Tottenham Hotspur,0.0,3.0,A,2017-2018,2017
Leicester City,Chelsea,1.0,2.0,A,2017-2018,2017
Southampton,Watford,0.0,2.0,A,2017-2018,2017
Stoke City,Manchester United,2.0,2.0,D,2017-2018,2017
Burnley,Crystal Palace,1.0,0.0,H,2017-2018,2017
Swansea City,Newcastle United,0.0,1.0,A,2017-2018,2017
West Ham United,Huddersfield Town,2.0,0.0,H,2017-2018,2017
AFC Bournemouth,Brighton and Hove Albion,2.0,1.0,H,2017-2018,2017
Crystal Palace,Southampton,0.0,1.0,A,2017-2018,2017
Huddersfield Town,Leicester City,1.0,1.0,D,2017-2018,2017
Liverpool,Burnley,1.0,1.0,D,2017-2018,2017
Newcastle United,Stoke City,2.0,1.0,H,2017-2018,2017
Watford,Manchester City,0.0,6.0,A,2017-2018,2017
West Bromwich Albion,West Ham United,0.0,0.0,D,2017-2018,2017
Tottenham Hotspur,Swansea City,0.0,0.0,D,2017-2018,2017
Chelsea,Arsenal,0.0,0.0,D,2017-2018,2017
Manchester United,Everton,4.0,0.0,H,2017-2018,2017
West Ham United,Tottenham Hotspur,2.0,3.0,A,2017-2018,2017
Burnley,Huddersfield Town,0.0,0.0,D,2017-2018,2017
Everton,AFC Bournemouth,2.0,1.0,H,2017-2018,2017
Manchester City,Crystal Palace,5.0,0.0,H,2017-2018,2017
Southampton,Manchester United,0.0,1.0,A,2017-2018,2017
Stoke City,Chelsea,0.0,4.0,A,2017-2018,2017
Swansea City,Watford,1.0,2.0,A,2017-2018,2017
Leicester City,Liverpool,2.0,3.0,A,2017-2018,2017
Brighton and Hove Albion,Newcastle United,1.0,0.0,H,2017-2018,2017
Arsenal,West Bromwich Albion,2.0,0.0,H,2017-2018,2017
Huddersfield Town,Tottenham Hotspur,0.0,4.0,A,2017-2018,2017
AFC Bournemouth,Leicester City,0.0,0.0,D,2017-2018,2017
Manchester United,Crystal Palace,4.0,0.0,H,2017-2018,2017
Stoke City,Southampton,2.0,1.0,H,2017-2018,2017
West Bromwich Albion,Watford,2.0,2.0,D,2017-2018,2017
West Ham United,Swansea City,1.0,0.0,H,2017-2018,2017
Chelsea,Manchester City,0.0,1.0,A,2017-2018,2017
Arsenal,Brighton and Hove Albion,2.0,0.0,H,2017-2018,2017
Everton,Burnley,0.0,1.0,A,2017-2018,2017
Newcastle United,Liverpool,1.0,1.0,D,2017-2018,2017
Liverpool,Manchester United,0.0,0.0,D,2017-2018,2017
Burnley,West Ham United,1.0,1.0,D,2017-2018,2017
Crystal Palace,Chelsea,2.0,1.0,H,2017-2018,2017
Manchester City,Stoke City,7.0,2.0,H,2017-2018,2017
Swansea City,Huddersfield Town,2.0,0.0,H,2017-2018,2017
Tottenham Hotspur,AFC Bournemouth,1.0,0.0,H,2017-2018,2017
Watford,Arsenal,2.0,1.0,H,2017-2018,2017
Brighton and Hove Albion,Everton,1.0,1.0,D,2017-2018,2017
Southampton,Newcastle United,2.0,2.0,D,2017-2018,2017
Leicester City,West Bromwich Albion,1.0,1.0,D,2017-2018,2017
West Ham United,Brighton and Hove Albion,0.0,3.0,A,2017-2018,2017
Chelsea,Watford,4.0,2.0,H,2017-2018,2017
Huddersfield Town,Manchester United,2.0,1.0,H,2017-2018,2017
Manchester City,Burnley,3.0,0.0,H,2017-2018,2017
Newcastle United,Crystal Palace,1.0,0.0,H,2017-2018,2017
Stoke City,AFC Bournemouth,1.0,2.0,A,2017-2018,2017
Swansea City,Leicester City,1.0,2.0,A,2017-2018,2017
Southampton,West Bromwich Albion,1.0,0.0,H,2017-2018,2017
Everton,Arsenal,2.0,5.0,A,2017-2018,2017
Tottenham Hotspur,Liverpool,4.0,1.0,H,2017-2018,2017
Manchester United,Tottenham Hotspur,1.0,0.0,H,2017-2018,2017
Arsenal,Swansea City,2.0,1.0,H,2017-2018,2017
Crystal Palace,West Ham United,2.0,2.0,D,2017-2018,2017
Liverpool,Huddersfield Town,3.0,0.0,H,2017-2018,2017
Watford,Stoke City,0.0,1.0,A,2017-2018,2017
West Bromwich Albion,Manchester City,2.0,3.0,A,2017-2018,2017
AFC Bournemouth,Chelsea,0.0,1.0,A,2017-2018,2017
Brighton and Hove Albion,Southampton,1.0,1.0,D,2017-2018,2017
Leicester City,Everton,2.0,0.0,H,2017-2018,2017
Burnley,Newcastle United,1.0,0.0,H,2017-2018,2017
Stoke City,Leicester City,2.0,2.0,D,2017-2018,2017
Huddersfield Town,West Bromwich Albion,1.0,0.0,H,2017-2018,2017
Newcastle United,AFC Bournemouth,0.0,1.0,A,2017-2018,2017
Southampton,Burnley,0.0,1.0,A,2017-2018,2017
Swansea City,Brighton and Hove Albion,0.0,1.0,A,2017-2018,2017
West Ham United,Liverpool,1.0,4.0,A,2017-2018,2017
Tottenham Hotspur,Crystal Palace,1.0,0.0,H,2017-2018,2017
Manchester City,Arsenal,3.0,1.0,H,2017-2018,2017
Chelsea,Manchester United,1.0,0.0,H,2017-2018,2017
Everton,Watford,3.0,2.0,H,2017-2018,2017
Arsenal,Tottenham Hotspur,2.0,0.0,H,2017-2018,2017
AFC Bournemouth,Huddersfield Town,4.0,0.0,H,2017-2018,2017
Burnley,Swansea City,2.0,0.0,H,2017-2018,2017
Crystal Palace,Everton,2.0,2.0,D,2017-2018,2017
Leicester City,Manchester City,0.0,2.0,A,2017-2018,2017
Liverpool,Southampton,3.0,0.0,H,2017-2018,2017
West Bromwich Albion,Chelsea,0.0,4.0,A,2017-2018,2017
Manchester United,Newcastle United,4.0,1.0,H,2017-2018,2017
Watford,West Ham United,2.0,0.0,H,2017-2018,2017
Brighton and Hove Albion,Stoke City,2.0,2.0,D,2017-2018,2017
West Ham United,Leicester City,1.0,1.0,D,2017-2018,2017
Crystal Palace,Stoke City,2.0,1.0,H,2017-2018,2017
Manchester United,Brighton and Hove Albion,1.0,0.0,H,2017-2018,2017
Newcastle United,Watford,0.0,3.0,A,2017-2018,2017
Swansea City,AFC Bournemouth,0.0,0.0,D,2017-2018,2017
Tottenham Hotspur,West Bromwich Albion,1.0,1.0,D,2017-2018,2017
Liverpool,Chelsea,1.0,1.0,D,2017-2018,2017
Southampton,Everton,4.0,1.0,H,2017-2018,2017
Burnley,Arsenal,0.0,1.0,A,2017-2018,2017
Huddersfield Town,Manchester City,1.0,2.0,A,2017-2018,2017
Brighton and Hove Albion,Crystal Palace,0.0,0.0,D,2017-2018,2017
Leicester City,Tottenham Hotspur,2.0,1.0,H,2017-2018,2017
Watford,Manchester United,2.0,4.0,A,2017-2018,2017
West Bromwich Albion,Newcastle United,2.0,2.0,D,2017-2018,2017
Arsenal,Huddersfield Town,5.0,0.0,H,2017-2018,2017
AFC Bournemouth,Burnley,1.0,2.0,A,2017-2018,2017
Chelsea,Swansea City,1.0,0.0,H,2017-2018,2017
Everton,West Ham United,4.0,0.0,H,2017-2018,2017
Manchester City,Southampton,2.0,1.0,H,2017-2018,2017
Stoke City,Liverpool,0.0,3.0,A,2017-2018,2017
Chelsea,Newcastle United,3.0,1.0,H,2017-2018,2017
Brighton and Hove Albion,Liverpool,1.0,5.0,A,2017-2018,2017
Everton,Huddersfield Town,2.0,0.0,H,2017-2018,2017
Leicester City,Burnley,1.0,0.0,H,2017-2018,2017
Stoke City,Swansea City,2.0,1.0,H,2017-2018,2017
Watford,Tottenham Hotspur,1.0,1.0,D,2017-2018,2017
West Bromwich Albion,Crystal Palace,0.0,0.0,D,2017-2018,2017
Arsenal,Manchester United,1.0,3.0,A,2017-2018,2017
AFC Bournemouth,Southampton,1.0,1.0,D,2017-2018,2017
Manchester City,West Ham United,2.0,1.0,H,2017-2018,2017
West Ham United,Chelsea,1.0,0.0,H,2017-2018,2017
Burnley,Watford,1.0,0.0,H,2017-2018,2017
Crystal Palace,AFC Bournemouth,2.0,2.0,D,2017-2018,2017
Huddersfield Town,Brighton and Hove Albion,2.0,0.0,H,2017-2018,2017
Swansea City,West Bromwich Albion,1.0,0.0,H,2017-2018,2017
Tottenham Hotspur,Stoke City,5.0,1.0,H,2017-2018,2017
Newcastle United,Leicester City,2.0,3.0,A,2017-2018,2017
Southampton,Arsenal,1.0,1.0,D,2017-2018,2017
Liverpool,Everton,1.0,1.0,D,2017-2018,2017
Manchester United,Manchester City,1.0,2.0,A,2017-2018,2017
Burnley,Stoke City,1.0,0.0,H,2017-2018,2017
Crystal Palace,Watford,2.0,1.0,H,2017-2018,2017
Huddersfield Town,Chelsea,1.0,3.0,A,2017-2018,2017
Newcastle United,Everton,0.0,1.0,A,2017-2018,2017
Southampton,Leicester City,1.0,4.0,A,2017-2018,2017
Swansea City,Manchester City,0.0,4.0,A,2017-2018,2017
Liverpool,West Bromwich Albion,0.0,0.0,D,2017-2018,2017
Manchester United,AFC Bournemouth,1.0,0.0,H,2017-2018,2017
Tottenham Hotspur,Brighton and Hove Albion,2.0,0.0,H,2017-2018,2017
West Ham United,Arsenal,0.0,0.0,D,2017-2018,2017
Leicester City,Crystal Palace,0.0,3.0,A,2017-2018,2017
Arsenal,Newcastle United,1.0,0.0,H,2017-2018,2017
Brighton and Hove Albion,Burnley,0.0,0.0,D,2017-2018,2017
Chelsea,Southampton,1.0,0.0,H,2017-2018,2017
Watford,Huddersfield Town,1.0,4.0,A,2017-2018,2017
